rel	e1_loc	e1_type	e2_loc	e2_type	sent
Regulates_Expression	42,43	Tissue	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Expression	11	Genotype	33	Gene	We found that several of these genes were up-regulated in the dcl1-15 mutant : FUS3 , LEC2 , L1L , and several MYBs and bZIPs ( Table I ) . In contrast , ABI3 was unaffected and LEC1 was down-regulated .
Regulates_Expression	19,20	Tissue	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	11	Genotype	18	Gene	We found that several of these genes were up-regulated in the dcl1-15 mutant : FUS3 , LEC2 , L1L , and several MYBs and bZIPs ( Table I ) .
Regulates_Expression	11	Genotype	16	Gene	We found that several of these genes were up-regulated in the dcl1-15 mutant : FUS3 , LEC2 , L1L , and several MYBs and bZIPs ( Table I ) .
Regulates_Expression	19,20	Tissue	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	42,43	Tissue	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Process	17,20,21	Protein_Family	6,7	Regulatory_Network	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) .
Regulates_Process	19,20,21	Protein_Family	6,7	Regulatory_Network	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) .
Regulates_Process	10,11	Gene_Family	6,7	Regulatory_Network	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) .
Binds_To	10	Protein_Family	36,37,43,44,45,46,47,48,49,50	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Binds_To	17,20,21	Protein_Family	36,37,43,44,45,46,47,48,49,50	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Binds_To	17,20,21	Protein_Family	36,37,38,39,40,41	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Binds_To	10	Protein_Family	36,37,38,39,40,41	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Binds_To	19,20,21	Protein_Family	36,37,43,44,45,46,47,48,49,50	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Binds_To	19,20,21	Protein_Family	36,37,38,39,40,41	Promoter	The key positive regulators of the maturation program are the LEC genes , probably assisted by several bZIP and MYB transcription factors ( Baud et al. , 2008 ) . All of these bind to the promoters of seed storage protein genes and genes involved in the synthesis of storage lipids ( Lara et al. , 2003 ; Kagaya et al. , 2005 ; Braybrook et al. , 2006 ; Santos-Mendoza et al. , 2008 ) .
Regulates_Expression	28,29,30,31,32	Development_Phase	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	48,49,50	Development_Phase	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Expression	28,29,30,31,32	Development_Phase	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	35	Genotype	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Expression	5,6	Genotype	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	21,22,23,24,25	Development_Phase	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	5,6	Genotype	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	21,22,23,24,25	Development_Phase	9	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation .
Regulates_Expression	48,49,50	Development_Phase	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Expression	35	Genotype	11	Gene	We observed that in the wild type , the FUS3 and LEC2 transcriptional reporter genes are excluded from the embryo proper until the early heart stage , just before the beginning of maturation . In dcl1-15 , they are expressed in the embryo proper at least by the early globular stage , coinciding with the onset of chlorophyll accumulation in the mutant .
Regulates_Expression	14	Genotype	7	Gene	Our microarray analysis indicated that ASIL1 , HDA6 /SIL1 , and CLF were down-regulated in dcl1-15 .
Regulates_Expression	14	Genotype	10	Gene	Our microarray analysis indicated that ASIL1 , HDA6/SIL1 , and CLF were down-regulated in dcl1-15 .
Regulates_Expression	14	Genotype	5	Gene	Our microarray analysis indicated that ASIL1 , HDA6/SIL1 , and CLF were down-regulated in dcl1-15 .
Regulates_Process	8	Genotype	22,23	Regulatory_Network	We analyzed single and double mutant combinations of asil1-1 , asil2-1 , and sil1-1 and found that these genes redundantly repress the maturation program during early embryogenesis , downstream of miRNA targets .
Regulates_Process	13	Genotype	22,23	Regulatory_Network	We analyzed single and double mutant combinations of asil1-1 , asil2-1 , and sil1-1 and found that these genes redundantly repress the maturation program during early embryogenesis , downstream of miRNA targets .
Regulates_Process	10	Genotype	22,23	Regulatory_Network	We analyzed single and double mutant combinations of asil1-1 , asil2-1 , and sil1-1 and found that these genes redundantly repress the maturation program during early embryogenesis , downstream of miRNA targets .
Is_Functionally_Equivalent_To	25	Gene	27	Gene	Interestingly , several other histone deacetylases were down-regulated ( HDA5 , -9 , -10 , and HDT1 ) as well as the closest homolog to ASIL1 ( ASIL2 ) .
Has_Sequence_Identical_To	8	Gene	7	Gene	Our microarray analysis indicated that ASIL1 , HDA6 / SIL1 , and CLF were down-regulated in dcl1-15 .
Binds_To	6	Protein	10	Box	It has already been shown that ASIL1 binds to a GT-box , which is present in both the promoters of the LEC genes and of the genes encoding storage products , regulating the program at least at two levels ( Gao et al. , 2009 ) .
Composes_Primary_Structure	10	Box	18,24,25,26,27,28,29	Promoter	It has already been shown that ASIL1 binds to a GT-box , which is present in both the promoters of the LEC genes and of the genes encoding storage products , regulating the program at least at two levels ( Gao et al. , 2009 ) .
Composes_Primary_Structure	10	Box	18,19,20,21,22	Promoter	It has already been shown that ASIL1 binds to a GT-box , which is present in both the promoters of the LEC genes and of the genes encoding storage products , regulating the program at least at two levels ( Gao et al. , 2009 ) .
Transcribes_Or_Translates_To	9,15	Gene	4,5	Protein_Family	Interestingly , several other histone deacetylases were down-regulated ( HDA 5 , -9 , - 10 , and HDT1 ) as well as the closest homolog to ASIL1 ( ASIL2 ) .
Transcribes_Or_Translates_To	9	Gene	4,5	Protein_Family	Interestingly , several other histone deacetylases were down-regulated ( HDA5 , -9 , -10 , and HDT1 ) as well as the closest homolog to ASIL1 ( ASIL2 ) .
Transcribes_Or_Translates_To	9,13	Gene	4,5	Protein_Family	Interestingly , several other histone deacetylases were down-regulated ( HDA 5 , - 9 , -10 , and HDT1 ) as well as the closest homolog to ASIL1 ( ASIL2 ) .
Transcribes_Or_Translates_To	16	Gene	4,5	Protein_Family	Interestingly , several other histone deacetylases were down-regulated ( HDA5 , -9 , -10 , and HDT1 ) as well as the closest homolog to ASIL1 ( ASIL2 ) .
Regulates_Process	25,26	Development_Phase	22,23	Regulatory_Network	We analyzed single and double mutant combinations of asil1-1 , asil2-1 , and sil1-1 and found that these genes redundantly repress the maturation program during early embryogenesis , downstream of miRNA targets .
Is_Functionally_Equivalent_To	10,11,12	Protein	14	Protein	In the triacylglycerol assembly pathway , only the genes encoding diacylglycerol acyltransferase 1 ( DGAT1 ) and a putative cytosolic `` type 3 '' DGAT exhibited a similar expression pattern with genes encoding oleosins .
Is_Functionally_Equivalent_To	30	Protein_Family	32	Protein_Family	We also detected a large number of putative cis-acting regulatory elements in the promoter regions of these genes , and promoter motifs for LEC1 ( LEAFY COTYLEDON 1 ) , DOF ( DNA-binding-with-One-Finger ) , GATA , and MYB transcription factors ( TF ) , as well as SORLIP5 ( Sequences Over-Represented in Light-Induced Promoters 5 ) , are overrepresented in the promoter regions of fatty acid biosynthetic genes .
Is_Functionally_Equivalent_To	50,51,52,53,54,55	Box	48	Box	We also detected a large number of putative cis-acting regulatory elements in the promoter regions of these genes , and promoter motifs for LEC1 ( LEAFY COTYLEDON 1 ) , DOF ( DNA-binding-with-One-Finger ) , GATA , and MYB transcription factors ( TF ) , as well as SORLIP5 ( Sequences Over-Represented in Light-Induced Promoters 5 ) , are overrepresented in the promoter regions of fatty acid biosynthetic genes .
